,number_of_rooms,area,storey_number,total_storey_number,price,district,complex_name,year,condition
448,3,85.0,5,9,42000000,,Akbulak Town,2015,
449,2,45.6,,,15000000,Сарыарка,,1965,хорошее
450,6,152.77,16,19,72486993,Есиль,Esil Riverside,2020,
451,1,47.3,7,13,22000000,Есиль,Зам Зам,2018,евроремонт
452,4,173.0,4,5,72000000,Алматы,Ак Булак,2003,евроремонт
453,2,96.0,12,20,84000000,,Хайвил Астана,2012,евроремонт
454,2,60.27,,,17779650,Есиль,Эмир,2021,
455,1,33.0,2,10,10500000,Сарыарка,Саяхат,2007,евроремонт
456,2,66.2,18,20,27500000,Есиль,Коркем,2018,хорошее
457,2,85.0,8,10,45000000,Есиль,,2015,евроремонт
458,2,77.5,9,9,34875000,Есиль,Luxury Home,2020,черновая
459,1,37.5,9,14,18900000,Есиль,Времена года.,2017,евроремонт
460,3,90.0,12,14,39000000,Есиль,Лазурный квартал,2016,евроремонт
461,2,50.0,2,22,27000000,Есиль,Orynbor Towers,2018,евроремонт
462,2,47.2,10,10,14800000,Сарыарка,Саяхат,2007,евроремонт
463,1,34.0,8,9,15000000,Алматы,Караван,2010,хорошее
464,2,60.0,11,14,23500000,Есиль,Отандастар,2012,евроремонт
465,3,98.98,,,23755200,Есиль,Cosmic City,2021,
466,3,81.92,,,23511040,,Жеруйык,2021,
467,2,74.9,3,9,37000000,Есиль,,2019,евроремонт
468,3,125.0,7,10,47000000,Есиль,Дипломат,2009,хорошее
469,3,72.0,1,6,22500000,Алматы,,1993,среднее
470,4,137.1,8,9,48000000,Сарыарка,Лея Комфорт,2013,хорошее
471,2,57.0,11,12,22900000,Есиль,,2020,черновая
472,2,84.1,,,22034200,Алматы,Сенатор Park,2021,
473,4,95.6,5,6,22000000,Есиль,Железнодорожный,2010,хорошее
474,2,55.61,,,14458600,,Budapest,2021,
475,3,103.34,,,26041680,Алматы,Сенатор Park,2021,
476,4,128.99,,,30957600,Есиль,Cosmic City,2021,
477,4,114.6,,,30369000,,Sapsan,2022,
478,3,111.55,,,29003000,Алматы,ViewPark,2021,
479,3,102.0,,,33500000,Есиль,Алматау,2017,
480,3,126.5,,,56090100,Есиль,Grand Opera,2020,
481,5,99.7,,,31106400,,AiSafi,2021,
482,6,318.3,,,254648000,Есиль,Baisanat,2019,
483,4,139.18,,,61239200,Есиль,Асем Тас,2020,
484,3,129.45,,,53070000,,Liberty,2019,
485,2,98.2,9,10,31500000,Алматы,Сказочный мир,2010,евроремонт
486,2,59.08,,,18610200,Есиль,Ару Кала,2021,
487,3,115.6,6,12,56064788,Есиль,Park Avenue,2021,
488,2,58.82,,,20292900,Есиль,Ару Кала,2021,
489,3,90.0,12,16,33000000,Есиль,,2000,хорошее
490,3,120.0,3,4,60000000,Есиль,Ак Сарай,2008,евроремонт
491,2,75.0,9,9,28500000,Алматы,Баян Сулу,2015,хорошее
492,2,53.0,2,5,18500000,Алматы,,1989,свободная
493,3,111.9,3,16,33600000,Сарыарка,Столичный,2006,евроремонт
494,1,34.4,3,18,16000000,Есиль,Мисон,2010,евроремонт
495,3,60.0,5,5,17500000,Алматы,,1982,хорошее
496,2,58.1,18,23,21000000,,Байконур,2009,хорошее
497,3,89.0,11,26,52500000,Алматы,Хайвил Астана,2014,евроремонт
498,3,70.0,12,12,20000000,Сарыарка,Сайран,2009,среднее
499,1,41.6,6,7,25300000,Есиль,Nura Esil,2018,евроремонт
500,2,100.0,5,18,48000000,,7 Континент,2007,евроремонт
501,3,81.6,10,16,24500000,Алматы,Мереке,2007,хорошее
502,2,49.9,17,17,16500000,,Мерей,2006,евроремонт
503,3,76.9,,,20378500,,Sapsan,2022,
504,3,82.16,,,23579920,,Жеруйык,2021,
505,3,94.0,12,14,52500000,Есиль,Dream City,2019,евроремонт
506,2,51.1,8,19,24000000,Сарыарка,Светлый,2010,хорошее
507,1,34.2,16,17,17000000,Есиль,Арман кала,2016,евроремонт
508,2,76.4,5,9,29000000,Есиль,Barys City,2020,
509,1,49.0,5,12,17000000,Сарыарка,,2010,
510,3,75.7,16,24,27500000,Алматы,Байконур,2011,евроремонт
511,1,37.7,3,12,13700000,Алматы,3 гектара,2015,хорошее
512,2,60.0,11,12,22900000,Есиль,Сармат,2012,хорошее
513,7,350.0,8,33,305000000,Есиль,Хайвил Астана,2015,
514,1,52.5,11,23,20500000,Алматы,,2016,евроремонт
515,3,99.96,,,23990400,Есиль,Cosmic City,2021,
516,2,45.0,4,5,14500000,Алматы,,1972,среднее
517,3,90.0,2,17,40000000,Есиль,Арман кала,2014,евроремонт
518,3,114.1,12,22,39500000,Есиль,Триумф Астаны,2006,среднее
519,1,39.0,1,9,26000000,Есиль,Sensata Park,2020,евроремонт
520,2,62.0,3,3,20000000,Алматы,,2017,евроремонт
521,3,87.73,,,22107960,Алматы,Сенатор Park,2021,
522,4,106.0,8,9,65000000,Алматы,England,2016,хорошее
523,4,135.0,2,5,45000000,Алматы,Красная деревня,1997,евроремонт
524,3,110.0,2,11,37000000,Сарыарка,Титаник,2003,хорошее
525,4,141.37,3,7,71000000,Есиль,Triumph Art,2021,черновая
526,3,59.0,4,5,19900000,Алматы,,1973,среднее
527,2,78.2,3,7,38000000,Есиль,,2016,
528,3,92.3,6,10,31000000,Есиль,Инфинити,2012,евроремонт
529,2,59.7,15,17,19000000,,Фаворит,2010,хорошее
530,2,45.0,5,5,12800000,Сарыарка,,1967,хорошее
531,2,65.0,6,10,30000000,Есиль,Baqyt Premium,2018,евроремонт
532,2,64.0,6,12,35500000,Есиль,BI City,2020,евроремонт
533,1,40.0,2,9,14000000,,Китайская Стена,2004,евроремонт
534,2,60.1,2,14,29000000,Есиль,Коркем,2019,евроремонт
535,4,140.0,9,17,72000000,Есиль,Viva Plaza,2014,евроремонт
536,1,38.0,2,9,15000000,Есиль,Nova City,2018,хорошее
537,1,86.0,5,19,25000000,Сарыарка,Эмират,2010,среднее
538,1,40.0,5,9,19000000,Есиль,Life Park,2018,евроремонт
539,3,171.0,12,26,60000000,,На Водно,2010,хорошее
540,3,146.2,11,17,37500000,,Фаворит,2015,хорошее
541,3,84.19,,,24162530,,Жеруйык,2021,
542,3,88.94,,,22412880,Алматы,Сенатор Park,2021,
543,1,50.0,2,14,15200000,Есиль,Сырдария,2019,евроремонт
544,3,80.0,10,14,29500000,Алматы,,2016,евроремонт
545,4,96.0,,,22560000,Алматы,,2021,
546,2,55.0,1,3,8800000,Есиль,МЖК Астана,2021,
547,2,50.0,4,5,14200000,Алматы,,1973,хорошее
548,2,46.0,9,9,27500000,Есиль,Авиценна,2018,евроремонт
549,2,58.3,12,12,22500000,Алматы,Гулдер,2010,хорошее
550,3,101.0,7,11,52000000,Алматы,Panorama Park,2019,черновая
551,4,115.0,7,7,45000000,Есиль,Capital Park,2022,черновая
552,1,39.07,,,9376800,Есиль,Cosmic City,2021,
553,1,48.8,15,18,17000000,Сарыарка,Бурлин,2012,евроремонт
554,1,41.6,,,11024000,,Sapsan,2022,
555,1,47.52,,,12355200,,Budapest,2021,
556,2,69.6,6,12,21000000,,Салтанат,2006,хорошее
557,1,32.74,,,9232680,Алматы,Сенатор Park,2021,
558,1,41.1,,,11097000,,AiSafi,2021,
559,3,77.22,6,16,29500000,Есиль,Арнау,2021,черновая
560,1,40.74,,,11447940,Есиль,Alpamys,2021,черновая
561,2,50.0,5,8,11900000,Алматы,Сатурн,2021,
562,4,110.7,8,8,53000000,Есиль,Expo городок,2017,хорошее
563,2,66.5,7,24,27000000,Есиль,Лазурный квартал,2013,евроремонт
564,3,68.6,2,9,25000000,Алматы,,1993,требует
565,1,36.5,2,9,13400000,Алматы,,2011,хорошее
566,1,36.1,9,10,16000000,Сарыарка,,2010,хорошее
567,2,57.0,6,8,28500000,Есиль,Камал,2019,
568,2,45.0,4,5,12900000,Сарыарка,,1967,евроремонт
569,3,84.0,3,7,52000000,Есиль,Promenade Expo,2018,евроремонт
570,2,60.0,14,14,28000000,,,2016,евроремонт
571,3,80.0,3,13,32000000,Сарыарка,Сарыарка,2008,среднее
572,1,42.2,7,18,15500000,Сарыарка,Европейский,2010,хорошее
573,2,79.0,8,9,27000000,Есиль,,2005,хорошее
574,3,95.0,4,20,55000000,Сарыарка,Grand Alatau,2006,хорошее
575,1,41.2,,,11124000,,AiSafi,2021,
576,2,72.0,17,17,32000000,Есиль,,2015,евроремонт
577,6,420.0,,,400000000,Есиль,Bi Village,2017,
578,2,62.0,6,17,22800000,Алматы,Нур Отау,2009,евроремонт
579,1,37.0,5,5,11000000,,,1991,хорошее
580,1,39.16,,,9398400,Есиль,Cosmic City,2021,
581,2,62.0,10,12,21500000,Алматы,,2015,
582,1,42.11,,,11243370,Алматы,Сенатор Park,2021,
583,3,76.0,8,9,27000000,Сарыарка,,1984,
584,1,41.8,,,11077000,,Sapsan,2022,
585,3,85.0,19,23,31500000,Сарыарка,Симфония,2007,евроремонт
586,3,77.0,6,6,26000000,Алматы,Сарайшик,2013,евроремонт
587,1,47.81,,,12430600,,Budapest,2021,
588,2,55.0,10,12,22500000,Алматы,Туркестан,2014,хорошее
589,2,61.0,4,8,14640000,Алматы,Казанат,2021,
590,1,46.6,10,22,20500000,Есиль,Айнур Астана,2018,евроремонт
591,3,62.0,2,5,25000000,Алматы,,1982,хорошее
592,1,37.5,9,9,15000000,Есиль,,2018,хорошее
593,1,42.4,,,11448000,,AiSafi,2021,
594,3,85.4,11,16,30800000,Есиль,Северная корона,2005,
595,4,123.0,2,16,61990000,Есиль,Dream City,2020,черновая
596,2,72.0,4,10,22320000,Есиль,Brussels,2020,черновая
597,2,58.0,9,13,20000000,Сарыарка,Махаббат,2008,хорошее
598,3,90.0,11,12,46000000,Есиль,,2017,евроремонт
599,1,36.2,5,10,12500000,Сарыарка,,2012,хорошее
600,1,40.4,3,9,15000000,Алматы,,2004,хорошее
601,2,72.0,4,5,24500000,Алматы,,2009,хорошее
602,1,40.4,7,9,15500000,Есиль,Керемет,2014,хорошее
603,2,87.0,8,17,30000000,,Фаворит,2015,евроремонт
604,2,93.5,11,25,36000000,,Северное сияние,2010,хорошее
605,1,39.57,,,9496800,Есиль,Cosmic City,2021,
606,3,86.0,9,21,32000000,Алматы,Гранд Астана,2012,евроремонт
607,3,69.1,8,8,30700000,Есиль,Камал,2017,евроремонт
608,3,95.3,7,17,32500000,,Фаворит,2013,евроремонт
609,3,98.0,2,12,33000000,,Кулагер,2015,хорошее
610,1,48.76,,,13018920,Алматы,Сенатор Park,2021,
611,1,36.0,10,14,13000000,Сарыарка,Кутты Мекен,2018,евроремонт
612,1,42.0,3,8,20300000,Есиль,Арнау,2020,евроремонт
613,2,83.8,2,9,35000000,Есиль,,2007,хорошее
614,2,61.0,5,5,17000000,Сарыарка,Ак Отау,2016,евроремонт
615,5,173.0,4,5,72000000,Есиль,Ак Булак,2003,
616,1,42.6,,,11289000,,Sapsan,2022,
617,2,55.0,3,8,34900000,Есиль,Expo Boulevard,2017,евроремонт
618,1,43.74,7,10,15200000,Алматы,Жасыл Астана,2020,евроремонт
619,1,45.3,,,12231000,,AiSafi,2021,
620,2,56.6,7,9,21500000,Сарыарка,,2008,евроремонт
621,2,82.9,,,32500000,Есиль,Алатау,2008,евроремонт
622,4,115.0,16,16,38000000,Сарыарка,Столичный,2007,хорошее
623,2,58.0,8,9,19500000,Сарыарка,Азат,2007,евроремонт
624,3,78.5,4,5,30000000,Алматы,,2018,евроремонт
625,3,59.0,3,5,19000000,Алматы,,1969,хорошее
626,1,47.81,,,12430600,,Budapest,2021,
627,3,98.0,2,22,43500000,Есиль,Orynbor Towers,2018,евроремонт
628,1,34.0,1,12,11200000,Сарыарка,,2012,хорошее
629,2,68.4,3,23,29300000,Есиль,Лазурный квартал,2011,хорошее
630,2,78.0,5,12,25000000,Есиль,,2021,черновая
631,7,250.0,5,6,73000000,,,2000,
632,3,86.0,11,14,35500000,Есиль,,2013,евроремонт
633,1,34.0,2,5,11500000,Есиль,ЮГ,2015,хорошее
634,3,90.0,5,8,52000000,Есиль,Арнау,2016,евроремонт
635,1,50.8,6,17,17500000,Алматы,Алтын Гасыр,2010,евроремонт
636,1,37.0,8,8,16500000,Есиль,Арнау,2017,хорошее
637,1,40.52,,,9724800,Есиль,Cosmic City,2021,
638,1,50.91,,,13592970,Алматы,Сенатор Park,2021,
639,4,154.0,7,9,48000000,Сарыарка,,2000,евроремонт
640,2,65.0,5,16,20000000,Сарыарка,Гармония,2012,евроремонт
641,1,45.9,,,12393000,,AiSafi,2021,
642,2,60.0,4,5,20000000,,,1974,хорошее
643,1,42.0,11,23,17000000,,Москва,2008,евроремонт
644,3,70.0,6,7,24000000,Есиль,Шыгыс,2017,хорошее
645,1,45.0,8,9,17400000,Есиль,Есиль (Бокейхана,2014,хорошее
646,1,43.0,10,10,10500000,Алматы,Нипи,2013,среднее
647,3,80.0,5,5,26500000,Алматы,,2007,хорошее
648,1,30.0,5,5,9800000,Сарыарка,,1968,евроремонт
649,2,49.0,9,16,22000000,,Верный,2016,хорошее
650,2,69.9,4,,37000000,,Park Avenue,2016,хорошее
651,3,168.0,15,17,49000000,Есиль,Каминный,2007,евроремонт
652,3,58.8,2,5,20000000,Алматы,,1973,хорошее
653,4,180.0,6,8,82000000,Есиль,Премьера,2016,
654,1,41.88,,,10051200,Есиль,Cosmic City,2021,
655,1,46.4,2,5,21500000,Есиль,Венский квартал,2018,евроремонт
656,3,140.0,5,10,45000000,Есиль,Ишим,2012,хорошее
657,3,93.0,5,12,33500000,Есиль,,2020,евроремонт
658,1,45.0,8,9,18000000,,,2013,евроремонт
659,2,73.0,10,13,38000000,Есиль,Олимп палас,2015,хорошее
660,1,32.57,23,23,9184740,Алматы,Сенатор Park,2022,
661,2,62.55,22,23,16388100,Алматы,Сенатор Park,2021,
662,3,78.3,12,14,18635400,Алматы,София,2021,
663,1,36.25,10,14,8700000,Алматы,София,2021,
664,1,40.98,7,21,11800000,Алматы,Томирис,2020,
665,3,103.25,9,9,26019000,Алматы,Сенатор Park,2021,
666,1,35.0,11,14,14000000,Алматы,Тулпар,2013,хорошее
667,3,87.0,9,10,27800000,Алматы,Аксу,2012,евроремонт
668,2,60.0,7,9,22300000,,,2008,евроремонт
669,2,52.0,9,13,18000000,Есиль,Табысты,2018,евроремонт
670,4,168.0,10,16,58000000,,Рахат,2007,хорошее
671,2,88.0,13,19,23500000,,,2012,хорошее
672,3,101.0,13,13,40000000,Есиль,Нурсая,2010,евроремонт
673,4,128.0,4,,57500000,Есиль,Liberty,2020,
674,2,64.0,2,10,23500000,,ОМК центр,2008,евроремонт
675,1,34.91,6,10,10200000,Алматы,Эльбрус,2020,черновая
676,2,45.5,2,5,14800000,Алматы,,1973,евроремонт
677,1,40.0,8,9,14500000,Сарыарка,,2017,хорошее
678,2,62.0,10,12,21500000,Алматы,,2015,
679,1,45.48,,,10915200,Есиль,Cosmic City,2021,
680,1,55.0,5,7,12500000,Есиль,Family Park,2020,черновая
681,3,80.0,17,17,29800000,Есиль,Каратау,2017,евроремонт
682,3,110.0,6,7,21900000,Есиль,,2021,черновая
683,2,55.0,10,10,18500000,Есиль,Apple City,2020,
684,3,76.0,12,16,25000000,Алматы,Достар,2006,хорошее
685,3,88.94,15,23,22412880,Алматы,Сенатор Park,2021,
686,3,83.4,10,10,28500000,Алматы,Сенатор,2020,евроремонт
687,1,39.0,3,9,7910000,Алматы,Сатурн,2021,черновая
688,1,30.0,10,10,13300000,Есиль,Аружан,2019,евроремонт
689,3,96.5,7,17,27000000,,,2012,черновая
690,2,65.0,12,12,26500000,,Дуэт,2005,евроремонт
691,4,255.0,7,8,252800000,Алматы,Миланский квартал,2016,черновая
692,3,86.36,3,8,28900000,Есиль,Oner,2021,черновая
693,1,38.0,7,9,15000000,Есиль,,2017,хорошее
694,1,43.0,22,22,17000000,Есиль,Only Sun,2020,черновая
695,1,40.0,5,12,17000000,Сарыарка,Инфинити,2011,хорошее
696,1,52.0,13,15,25000000,,Promenade Expo,2016,
697,2,58.3,2,9,21000000,Алматы,Ак ниет,2007,евроремонт
698,2,50.48,,,12418080,Алматы,София,2021,
699,3,130.0,18,30,39500000,,Капитал,2008,евроремонт
700,1,45.63,,,10951200,Есиль,Cosmic City,2021,
701,4,180.0,7,9,65000000,,Наурыз,2007,евроремонт
702,1,36.19,4,9,7418950,Есиль,Оазис,2021,
703,1,34.0,1,5,10500000,,ЮГ,2013,
704,2,58.0,5,10,18300000,Есиль,,2017,хорошее
705,1,37.0,5,5,13477777,Сарыарка,,2016,евроремонт
706,4,195.0,8,10,67000000,Есиль,Арайлым,2006,хорошее
707,3,94.0,1,5,36000000,Есиль,,2019,евроремонт
708,1,26.4,1,3,4356000,Есиль,МЖК Астана,2021,
709,3,121.77,6,11,58523864,Есиль,Grand Opera,2021,черновая
